Bicral,,GO:0000785,BRD4 interacting chromatin remodeling complex associated protein like,protein_coding_gene
Bmi1,,GO:1990841,Bmi1 polycomb ring finger oncogene,protein_coding_gene
Bmncr,,GO:0006325,bone marrow associated noncoding RNA,lncRNA_gene
Bmyc,,GO:0000785,brain expressed myelocytomatosis oncogene,protein_coding_gene
Bnc2,,GO:0000785,basonuclin zinc finger protein 2,protein_coding_gene
Bptf,,GO:0000785,bromodomain PHD finger transcription factor,protein_coding_gene
Brca1,,GO:0003682,"breast cancer 1, early onset",protein_coding_gene
Brca2,,GO:0010484,"breast cancer 2, early onset",protein_coding_gene
Brcc3,,GO:0006325,"BRCA1/BRCA2-containing complex, subunit 3",protein_coding_gene
Brcc3dc,,GO:0140861,"BRCA1/BRCA2-containing complex, subunit 3, domain containing",protein_coding_gene
Brd1,,GO:0006325,bromodomain containing 1,protein_coding_gene
Brd2,,GO:0000785,bromodomain containing 2,protein_coding_gene
Brd3,,GO:0003682,bromodomain containing 3,protein_coding_gene
Brd4,,GO:0003682,bromodomain containing 4,protein_coding_gene
Brd7,,GO:0000785,bromodomain containing 7,protein_coding_gene
Brd8,,GO:0000786,bromodomain containing 8,protein_coding_gene
Brd8dc,,GO:0035267,BRD8 domain containing,protein_coding_gene
Brd9,,GO:0000785,bromodomain containing 9,protein_coding_gene
Brdt,,GO:0006325,"bromodomain, testis-specific",protein_coding_gene
Brip1,,GO:0003682,BRCA1 interacting protein C-terminal helicase 1,protein_coding_gene
Brms1,,GO:0070822,breast cancer metastasis-suppressor 1,protein_coding_gene
Brms1l,,GO:0070822,breast cancer metastasis-suppressor 1-like,protein_coding_gene
Brpf1,,GO:0000123,"bromodomain and PHD finger containing, 1",protein_coding_gene
Brpf3,,GO:0000123,"bromodomain and PHD finger containing, 3",protein_coding_gene
Btaf1,,GO:0035562,B-TFIID TATA-box binding protein associated factor 1,protein_coding_gene
Bub1,,GO:0140995,"BUB1, mitotic checkpoint serine/threonine kinase",protein_coding_gene
Bud23,,GO:0006325,"BUD23, rRNA methyltransferase and ribosome maturation factor",protein_coding_gene
Bud31,,GO:0000785,BUD31 homolog,protein_coding_gene
Cabin1,,GO:0006334,calcineurin binding protein 1,protein_coding_gene
Calcoco1,,GO:0000785,calcium binding and coiled coil domain 1,protein_coding_gene
Camta2,,GO:0000785,calmodulin binding transcription activator 2,protein_coding_gene
Capn2,,GO:0000785,calpain 2,protein_coding_gene
Carm1,,GO:0006325,coactivator-associated arginine methyltransferase 1,protein_coding_gene
Casz1,,GO:0000785,castor zinc finger 1,protein_coding_gene
Cbfa2t3,,GO:0003682,CBFA2/RUNX1 translocation partner 3,protein_coding_gene
Cbx1,,GO:0000785,chromobox 1,protein_coding_gene
Cbx2,,GO:0000792,chromobox 2,protein_coding_gene
Cbx3,,GO:0000785,chromobox 3,protein_coding_gene
Cbx4,,GO:0006325,chromobox 4,protein_coding_gene
Cbx5,,GO:0005721,chromobox 5,protein_coding_gene
Cbx6,,GO:0000792,chromobox 6,protein_coding_gene
Cbx7,,GO:0000785,chromobox 7,protein_coding_gene
Cbx8,,GO:0000785,chromobox 8,protein_coding_gene
Ccar2,,GO:0000785,cell cycle activator and apoptosis regulator 2,protein_coding_gene
Ccnd2,,GO:0000785,cyclin D2,protein_coding_gene
Ccnt1,,GO:0003682,cyclin T1,protein_coding_gene
Ccnt2,,GO:0003682,cyclin T2,protein_coding_gene
Cdan1,,GO:0006325,codanin 1,protein_coding_gene
Cdc45,,GO:0003682,cell division cycle 45,protein_coding_gene
Cdc6,,GO:0003682,cell division cycle 6,protein_coding_gene
Cdca5,,GO:0000785,cell division cycle associated 5,protein_coding_gene
Cdk1,,GO:0035173,cyclin dependent kinase 1,protein_coding_gene
Cdk2,,GO:0031453,cyclin dependent kinase 2,protein_coding_gene
Cdk2ap1,,GO:0000785,cyclin dependent kinase 2 associated protein 1,protein_coding_gene
Cdk2ap1rt,,GO:0000785,cyclin dependent kinase 2 associated protein 1 retrotransposed,protein_coding_gene
Cdk2ap2,,GO:0016581,cyclin dependent kinase 2 associated protein 2,protein_coding_gene
Cdk4,,GO:0000785,cyclin dependent kinase 4,protein_coding_gene
Cdk5,,GO:0035173,cyclin dependent kinase 5,protein_coding_gene
Cdk9,,GO:0003682,cyclin dependent kinase 9,protein_coding_gene
Cdkn1c,,GO:0071514,cyclin dependent kinase inhibitor 1C,protein_coding_gene
Cdkn2a,,GO:0035985,cyclin dependent kinase inhibitor 2A,protein_coding_gene
Cdt1,,GO:0000076,chromatin licensing and DNA replication factor 1,protein_coding_gene
Cdyl,,GO:0003682,"chromodomain protein, Y chromosome-like",protein_coding_gene
Cebpa,,GO:0031490,CCAAT/enhancer binding protein alpha,protein_coding_gene
Cebpb,,GO:0000785,CCAAT/enhancer binding protein beta,protein_coding_gene
Cebpg,,GO:0006337,CCAAT/enhancer binding protein gamma,protein_coding_gene
Cecr2,,GO:0006325,"CECR2, histone acetyl-lysine reader",protein_coding_gene
Cenpa,,GO:0000786,centromere protein A,protein_coding_gene
Cenpb,,GO:0003682,centromere protein B,protein_coding_gene
Cenpc1,,GO:0005721,centromere protein C1,protein_coding_gene
Cenpi,,GO:0034080,centromere protein I,protein_coding_gene
Cenpn,,GO:0034080,centromere protein N,protein_coding_gene
Cenpp,,GO:0034080,centromere protein P,protein_coding_gene
Cenps,,GO:0000785,centromere protein S,protein_coding_gene
Cenpv,,GO:0031508,centromere protein V,protein_coding_gene
Cenpx,,GO:0000785,centromere protein X,protein_coding_gene
Cfdp1,,GO:0000812,craniofacial development protein 1,protein_coding_gene
Cgas,,GO:0003682,cyclic GMP-AMP synthase,protein_coding_gene
Cggbp1,,GO:0040029,CGG triplet repeat binding protein 1,protein_coding_gene
Chaer1,,GO:0040029,cardiac hypertrophy associated epigenetic regulator 1,lncRNA_gene
Chaf1a,,GO:0000785,"chromatin assembly factor 1, subunit A",protein_coding_gene
Chaf1b,,GO:0000785,"chromatin assembly factor 1, subunit B",protein_coding_gene
Chaserr,,GO:0000785,CHD2 adjacent suppressive regulatory RNA,lncRNA_gene
Chd1,,GO:0003682,chromodomain helicase DNA binding protein 1,protein_coding_gene
Chd1l,,GO:0006338,chromodomain helicase DNA binding protein 1-like,protein_coding_gene
Chd2,,GO:0006325,chromodomain helicase DNA binding protein 2,protein_coding_gene
Chd3,,GO:0006338,chromodomain helicase DNA binding protein 3,protein_coding_gene
Chd4,,GO:0006325,chromodomain helicase DNA binding protein 4,protein_coding_gene
Chd5,,GO:0000785,chromodomain helicase DNA binding protein 5,protein_coding_gene
Chd6,,GO:0006325,chromodomain helicase DNA binding protein 6,protein_coding_gene
Chd7,,GO:0006325,chromodomain helicase DNA binding protein 7,protein_coding_gene
Chd8,,GO:0006325,chromodomain helicase DNA binding protein 8,protein_coding_gene
Chd9,,GO:0006325,chromodomain helicase DNA binding protein 9,protein_coding_gene
Chek1,,GO:0000785,checkpoint kinase 1,protein_coding_gene
Chmp2a,,GO:0000785,charged multivesicular body protein 2A,protein_coding_gene
Chmp7,,GO:0000785,charged multivesicular body protein 7,protein_coding_gene
Chrac1,,GO:0003677,chromatin accessibility complex 1,protein_coding_gene
Chtop,,GO:0000346,chromatin target of PRMT1,protein_coding_gene
Cic,,GO:0003682,capicua transcriptional repressor,protein_coding_gene
Cited1,,GO:0003682,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1,protein_coding_gene
Cited2,,GO:0000785,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",protein_coding_gene
Cks2,,GO:0003682,CDC28 protein kinase regulatory subunit 2,protein_coding_gene
Clock,,GO:0004402,clock circadian regulator,protein_coding_gene
Coprs,,GO:0006325,"coordinator of PRMT5, differentiation stimulator",protein_coding_gene
Cops5,,GO:0000785,COP9 signalosome subunit 5,protein_coding_gene
Cops9,,GO:0000785,COP9 signalosome subunit 9,protein_coding_gene
Coq7,,GO:0003682,demethyl-Q 7,protein_coding_gene
Cpsf6,,GO:0005726,cleavage and polyadenylation specific factor 6,protein_coding_gene
Cramp1,,GO:0003677,cramped chromatin regulator 1,protein_coding_gene
Creb1,,GO:0000785,cAMP responsive element binding protein 1,protein_coding_gene
Creb3,,GO:0003682,cAMP responsive element binding protein 3,protein_coding_gene
Creb3l1,,GO:0000785,cAMP responsive element binding protein 3-like 1,protein_coding_gene
Creb3l2,,GO:0000785,cAMP responsive element binding protein 3-like 2,protein_coding_gene
Crebbp,,GO:0000785,CREB binding protein,protein_coding_gene
Crtc2,,GO:0003682,CREB regulated transcription coactivator 2,protein_coding_gene
Crx,,GO:0003682,cone-rod homeobox,protein_coding_gene
Csnk2a1,,GO:0000785,"casein kinase 2, alpha 1 polypeptide",protein_coding_gene
Csnk2a2,,GO:0000785,"casein kinase 2, alpha prime polypeptide",protein_coding_gene
Csnk2b,,GO:0000785,"casein kinase 2, beta polypeptide",protein_coding_gene
Ctbp1,,GO:0003682,C-terminal binding protein 1,protein_coding_gene
Ctbp2,,GO:0035563,C-terminal binding protein 2,protein_coding_gene
Ctcf,,GO:0006325,CCCTC-binding factor,protein_coding_gene
Ctcfl,,GO:0006325,CCCTC-binding factor like,protein_coding_gene
Ctnnb1,,GO:0000791,catenin beta 1,protein_coding_gene
Ctr9,,GO:0000791,"CTR9 homolog, Paf1/RNA polymerase II complex component",protein_coding_gene
Cux1,,GO:0003682,cut-like homeobox 1,protein_coding_gene
Cys1,,GO:0003682,cystin 1,protein_coding_gene
Dapk3,,GO:0006325,death-associated protein kinase 3,protein_coding_gene
Daxx,,GO:0000792,Fas death domain-associated protein,protein_coding_gene
Dcaf1,,GO:0006325,DDB1 and CUL4 associated factor 1,protein_coding_gene
Dcaf13,,GO:0044725,DDB1 and CUL4 associated factor 13,protein_coding_gene
Ddb1,,GO:0044725,damage specific DNA binding protein 1,protein_coding_gene
Ddx1,,GO:0003682,DEAD box helicase 1,protein_coding_gene
Ddx11,,GO:0000785,DEAD/H box helicase 11,protein_coding_gene
Ddx17,,GO:0031490,DEAD box helicase 17,protein_coding_gene
Ddx21,,GO:0006338,DExD box helicase 21,protein_coding_gene
Ddx23,,GO:0000785,DEAD box helicase 23,protein_coding_gene
Ddx4,,GO:0141006,DEAD box helicase 4,protein_coding_gene
Ddx5,,GO:1990841,DEAD box helicase 5,protein_coding_gene
Ddx6,,GO:0000792,DEAD-box helicase 6,protein_coding_gene
Dek,,GO:0006325,DEK proto-oncogene,protein_coding_gene
Dffa,,GO:0000785,"DNA fragmentation factor, alpha subunit",protein_coding_gene
Dffb,,GO:0000785,"DNA fragmentation factor, beta subunit",protein_coding_gene
Dhx30,,GO:0003682,DExH-box helicase 30,protein_coding_gene
Dhx9,,GO:0005726,DExH-box helicase 9,protein_coding_gene
Dicer1,,GO:0031508,"dicer 1, ribonuclease type III",protein_coding_gene
Dlx1,,GO:0003682,distal-less homeobox 1,protein_coding_gene
Dlx2,,GO:0003682,distal-less homeobox 2,protein_coding_gene
Dlx3,,GO:0003682,distal-less homeobox 3,protein_coding_gene
Dlx5,,GO:0000785,distal-less homeobox 5,protein_coding_gene
Dmap1,,GO:0000786,DNA methyltransferase 1-associated protein 1,protein_coding_gene
Dmrt1,,GO:0003682,doublesex and mab-3 related transcription factor 1,protein_coding_gene
Dmrtc2,,GO:0070828,doublesex and mab-3 related transcription factor like family C2,protein_coding_gene
Dnajc2,,GO:0003682,DnaJ heat shock protein family (Hsp40) member C2,protein_coding_gene
Dnajc9,,GO:0006334,DnaJ heat shock protein family (Hsp40) member C9,protein_coding_gene
Dnmt1,,GO:0005721,DNA methyltransferase 1,protein_coding_gene
Dnmt3a,,GO:0000791,DNA methyltransferase 3A,protein_coding_gene
Dnmt3b,,GO:0003682,DNA methyltransferase 3B,protein_coding_gene
Dnmt3c,,GO:0141006,DNA methyltransferase 3C,protein_coding_gene
Dnmt3l,,GO:0006346,DNA methyltransferase 3-like,protein_coding_gene
Dntt,,GO:0000785,"deoxynucleotidyltransferase, terminal",protein_coding_gene
Dnttip1,,GO:0031491,"deoxynucleotidyltransferase, terminal, interacting protein 1",protein_coding_gene
Dot1l,,GO:0042054,DOT1 like histone lysine methyltransferase,protein_coding_gene
Dpf1,,GO:0000785,double PHD fingers 1,protein_coding_gene
Dpf2,,GO:0000785,double PHD fingers 2,protein_coding_gene
Dpf3,,GO:0000785,double PHD fingers 3,protein_coding_gene
Dppa2,,GO:0003682,developmental pluripotency associated 2,protein_coding_gene
Dppa3,,GO:0000785,developmental pluripotency-associated 3,protein_coding_gene
Dppa4,,GO:0003682,developmental pluripotency associated 4,protein_coding_gene
Dpy30,,GO:0006325,"dpy-30, histone methyltransferase complex regulatory subunit",protein_coding_gene
Dr1,,GO:0140672,down-regulator of transcription 1,protein_coding_gene
Dscc1,,GO:0000785,DNA replication and sister chromatid cohesion 1,protein_coding_gene
Dtx3l,,GO:0006325,"deltex 3-like, E3 ubiquitin ligase",protein_coding_gene
Dvl3,,GO:0000785,dishevelled segment polarity protein 3,protein_coding_gene
Dyrk1a,,GO:0090310,dual-specificity tyrosine phosphorylation regulated kinase 1a,protein_coding_gene
E2f1,,GO:0000785,E2F transcription factor 1,protein_coding_gene
E2f4,,GO:0000785,E2F transcription factor 4,protein_coding_gene
Ebf2,,GO:0035563,early B cell factor 2,protein_coding_gene
Ebf4,,GO:0000785,early B cell factor 4,protein_coding_gene
Ecsit,,GO:0003682,ECSIT signalling integrator,protein_coding_gene
Eed,,GO:0003682,embryonic ectoderm development,protein_coding_gene
Egfr,,GO:0003682,epidermal growth factor receptor,protein_coding_gene
Egr1,,GO:0000785,early growth response 1,protein_coding_gene
Egr2,,GO:0003682,early growth response 2,protein_coding_gene
Ehmt1,,GO:0006325,euchromatic histone methyltransferase 1,protein_coding_gene
Ehmt2,,GO:0006325,euchromatic histone lysine N-methyltransferase 2,protein_coding_gene
Elk1,,GO:0003682,"ELK1, member of ETS oncogene family",protein_coding_gene
Elk4,,GO:0003682,"ELK4, member of ETS oncogene family",protein_coding_gene
Ell,,GO:0000791,elongation factor RNA polymerase II,protein_coding_gene
Emc10,,GO:0001525,ER membrane protein complex subunit 10,protein_coding_gene
Eme1,,GO:0000785,essential meiotic structure-specific endonuclease 1,protein_coding_gene
Emsy,,GO:0006325,"EMSY, BRCA2-interacting transcriptional repressor",protein_coding_gene
Enc1,,GO:0000785,ectodermal-neural cortex 1,protein_coding_gene
Eny2,,GO:0000124,ENY2 transcription and export complex 2 subunit,protein_coding_gene
Eomes,,GO:0000785,eomesodermin,protein_coding_gene
Ep300,,GO:0000785,E1A binding protein p300,protein_coding_gene
Ep400,,GO:0000786,E1A binding protein p400,protein_coding_gene
Epc1,,GO:0000786,enhancer of polycomb homolog 1,protein_coding_gene
Epc2,,GO:0000786,enhancer of polycomb homolog 2,protein_coding_gene
Epop,,GO:0003682,elongin BC and polycomb repressive complex 2 associated protein,protein_coding_gene
Ercc1,,GO:1990841,"excision repair cross-complementing rodent repair deficiency, complementation group 1",protein_coding_gene
Ercc3,,GO:1990841,"excision repair cross-complementing rodent repair deficiency, complementation group 3",protein_coding_gene
Ercc4,,GO:1990841,"excision repair cross-complementing rodent repair deficiency, complementation group 4",protein_coding_gene
Ercc6,,GO:0003682,"excision repair cross-complementing rodent repair deficiency, complementation group 6",protein_coding_gene
Ercc6l,,GO:0140658,excision repair cross-complementing rodent repair deficiency complementation group 6 like,protein_coding_gene
Ercc6l2,,GO:0140658,"excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2",protein_coding_gene
Erg,,GO:0003682,ETS transcription factor,protein_coding_gene
Esco1,,GO:0000785,establishment of sister chromatid cohesion N-acetyltransferase 1,protein_coding_gene
Esco2,,GO:0000785,establishment of sister chromatid cohesion N-acetyltransferase 2,protein_coding_gene
Esr1,,GO:0000785,estrogen receptor 1 (alpha),protein_coding_gene
Esr2,,GO:1990841,estrogen receptor 2 (beta),protein_coding_gene
Etv3,,GO:0000785,ets variant 3,protein_coding_gene
Evx1os,,GO:0003682,"even skipped homeotic gene 1, opposite strand",gene_product
Exo1,,GO:0003682,exonuclease 1,protein_coding_gene
Exosc10,,GO:0000791,exosome component 10,protein_coding_gene
Exosc3,,GO:0000791,exosome component 3,protein_coding_gene
Exosc4,,GO:0000791,exosome component 4,protein_coding_gene
Exosc5,,GO:0000791,exosome component 5,protein_coding_gene
Eya1,,GO:0006325,EYA transcriptional coactivator and phosphatase 1,protein_coding_gene
Eya2,,GO:0006325,EYA transcriptional coactivator and phosphatase 2,protein_coding_gene
Eya3,,GO:0006325,EYA transcriptional coactivator and phosphatase 3,protein_coding_gene
Eya4,,GO:0006325,EYA transcriptional coactivator and phosphatase 4,protein_coding_gene
Ezh1,,GO:0000792,enhancer of zeste 1 polycomb repressive complex 2 subunit,protein_coding_gene
Ezh2,,GO:0000785,enhancer of zeste 2 polycomb repressive complex 2 subunit,protein_coding_gene
Ezhip,,GO:0006325,EZH inhibitory protein,protein_coding_gene
Faap100,,GO:0000785,Fanconi anemia core complex associated protein 100,protein_coding_gene
Faap20,,GO:0000785,Fanconi anemia core complex associated protein 20,protein_coding_gene
Faap24,,GO:0000785,Fanconi anemia core complex associated protein 24,protein_coding_gene
Fabp1,,GO:0003682,"fatty acid binding protein 1, liver",protein_coding_gene
Fam111a,,GO:0000785,"family with sequence similarity 111, member A",protein_coding_gene
Fam47c,,GO:0071168,"family with sequence similarity 47, member C",protein_coding_gene
Fam47e,,GO:0000785,"family with sequence similarity 47, member E",protein_coding_gene
Fam50a,,GO:0006325,"family with sequence similarity 50, member A",protein_coding_gene
Fam50b,,GO:0006325,"family with sequence similarity 50, member B",protein_coding_gene
Fanca,,GO:0000785,"Fanconi anemia, complementation group A",protein_coding_gene
Fancb,,GO:0000785,"Fanconi anemia, complementation group B",protein_coding_gene
Fancc,,GO:0000785,"Fanconi anemia, complementation group C",protein_coding_gene
Fance,,GO:0000785,"Fanconi anemia, complementation group E",protein_coding_gene
Fancf,,GO:0000785,"Fanconi anemia, complementation group F",protein_coding_gene
Fancg,,GO:0000785,"Fanconi anemia, complementation group G",protein_coding_gene
Fancl,,GO:0000785,"Fanconi anemia, complementation group L",protein_coding_gene
Fancm,,GO:0000785,"Fanconi anemia, complementation group M",protein_coding_gene
Fank1,,GO:0000785,fibronectin type 3 and ankyrin repeat domains 1,protein_coding_gene
Fbh1,,GO:0000785,F-box DNA helicase 1,protein_coding_gene
Fbl,,GO:1990259,fibrillarin,protein_coding_gene
Fbll1,,GO:1990259,fibrillarin-like 1,protein_coding_gene
Fbxl19,,GO:0032452,F-box and leucine-rich repeat protein 19,protein_coding_gene
Fcor,,GO:0003682,Foxo1 corepressor,protein_coding_gene
Fendrr,,GO:0006325,Foxf1 adjacent non-coding developmental regulatory RNA,lncRNA_gene
Fer,,GO:0000785,FER tyrosine kinase,protein_coding_gene
Fezf2,,GO:0003682,Fez family zinc finger 2,protein_coding_gene
